95.9033432,2.25490189
95.90801239,1.03921568
95.91992188,2.45098042
95.92436218,2.17647052
95.93199158,0.4509804
95.93605042,1.64705884
95.9484024,0.86274511
95.95244598,0.66666669
95.96063232,2.72549009
95.96476746,2.17647052
95.97708893,2.17647052
95.98113251,2.56862736
95.98933411,0.23529412
95.9935379,0.39215687
96.00567627,1.41176474
96.00977325,0.54901963
96.01835632,2.62745094
96.02275085,2.64705873
96.03094482,0.47058824
96.03476715,1
96.03908539,2.27450991
96.04669952,0.78431374
96.0507431,0.05882353
96.05898285,2.39215684
96.0630188,2.19607854
96.0670929,1.2352941
96.07535553,1.70588231
96.07950592,2.68627453
96.08821869,0.88235295
96.0919342,0.58823532
96.10466766,2.05882359
96.10818481,0.94117647
96.11631775,2.15686274
96.12049103,2.62745094
96.13272858,0.70588237
96.1367569,1.92156863
96.14511871,1.7647059
96.14970398,0.88235295
96.16175842,2.70588231
96.16611481,2.05882359
96.17366028,0.88235295
96.17781067,2.21568632
96.19004822,0.3137255
96.19413757,0.64705884
96.20240021,2.45098042
96.20646667,1.54901958
96.2148056,1.80392158
96.2193985,2.7647059
96.22314453,2.68627453
96.23108673,0.56862748
96.23513031,1.21568632
96.2433548,2.15686274
96.24741364,1.0196079
96.25144196,0.43137255
96.25968933,2.64705873
96.26383972,2.31372547
96.27262115,0.58823532
96.27612305,1.7647059
96.28082275,2.56862736
96.28895569,0.72549021
96.2928009,0.52941179
96.30065155,2.54901958
96.30475616,1.9803921
96.31703186,2.21568632
96.3210907,2.58823538
96.32929993,0.41176471
96.33349609,0.68627453
96.34632874,1.49019611
96.35004425,0.58823532
96.35808563,2.43137264
96.36212158,2.41176462
96.37442017,0.82352942
96.37844086,2.17647052
96.38667297,0.82352942
96.39074707,0.17647059
96.40369415,2.2352941
96.40717316,1.19607842
96.41600037,1.66666663
96.41954041,2.58823538
96.42766571,0.70588237
96.43180847,0.47058824
96.43585205,1.2352941
96.44403839,1.96078432
96.4480896,0.7647059
96.45696259,2.0392158
96.46072388,2.47058821
96.4651413,2.17647052
96.4733429,0.7647059
96.47702789,2.0392158
96.48561859,1.72549021
96.48908234,0.84313726
96.49316406,0.627451
96.50135803,2.58823538
96.50547791,1.92156863
96.51369476,1
96.51770782,2.39215684
96.53069305,0.74509805
96.53478241,1.11764705
96.54280853,2.70588231
96.54707336,1.70588231
96.55886841,2.70588231
96.56286621,2.58823538
96.57102203,0.39215687
96.57507324,1.11764705
96.58751678,0.92156863
96.5919342,0.37254903
96.60015106,2.72549009
96.60440826,2.35294127
96.61258698,0.68627453
96.61607361,1.90196073
96.62018585,2.64705873
96.6283493,0.66666669
96.63244629,0.4509804
96.64069366,2.41176462
96.6447525,1.82352936
96.64889526,0.72549021
96.65766907,2.2352941
96.66131592,2.58823538
96.6693573,0.60784316
96.67339325,0.92156863
96.67749786,2.21568632
96.68575287,1.56862748
96.68984222,0.68627453
96.69801331,2.54901958
96.70204926,2.49019599
96.71474457,1.07843137
96.71911621,2.45098042
96.72693634,1.21568632
96.73087311,0.70588237
96.74311829,2.52941179
96.74719238,1.45098042
96.75541687,1.84313726
96.75947571,2.60784316
96.7723999,0.19607843
96.77605438,1.0196079
96.78466797,1.84313726
96.78877258,0.74509805
96.80041504,2.62745094
96.80451202,2.21568632
96.81270599,0.66666669
96.81681061,1.90196073
96.82497406,1.39215684
96.82910156,0.50980395
96.83340454,0.41176471
96.84137726,2.47058821
96.84548187,1.90196073
96.85360718,1.31372547
96.85780334,2.62745094
96.86191559,2.84313726
96.87002563,0.66666669
96.87418365,0.98039216
96.88232422,2.41176462
96.88639832,1.37254906
96.89878082,2.54901958
96.90283966,2.45098042
96.91134644,0.58823532
96.9157486,1.35294116
96.92756653,1.03921568
96.93153381,0.54901963
96.93967438,2.68627453
96.9437561,2.27450991
96.95650482,1.74509799
96.96038055,2.45098042
96.96852875,0.54901963
96.97309113,0.39215687
96.98540497,2
96.98888397,0.98039216
96.99700165,2.49019599
97.00117493,2.72549009
97.00928497,0.47058824
97.01338196,0.78431374
97.0174408,2.0392158
97.02598572,1.39215684
97.03040314,0.627451
97.03834534,2.66666675
97.0426178,2.58823538
97.04681396,1.86274505
97.05445862,1.25490201
97.05845642,2.45098042
97.06667328,0.90196079
97.07078552,0.35294119
97.07481384,0.78431374
97.08300018,2.15686274
97.08721924,1.09803927
97.09572601,1.64705884
97.10005951,2.41176462
97.11227417,0.41176471
97.11643219,1.29411769
97.12400818,1.96078432
97.12809753,0.90196079
97.14034271,2.64705873
97.14453125,2.21568632
97.15275574,0.78431374
97.15742493,2.0392158
97.16925812,0.66666669
97.17381287,0.627451
97.18202972,2.56862736
97.18580627,1.88235295
97.19779205,2.50980401
97.20185089,2.70588231
97.21006012,0.49019608
97.21409607,0.86274511
97.22227478,2.2352941
97.22653961,1.17647064
97.23088074,0.35294119
97.2394104,2.45098042
97.24286652,2.37254906
97.25097656,0.58823532
97.25518036,1.41176474
97.25923157,2.56862736
97.26742554,1
97.27144623,0.54901963
97.27975464,2.62745094
97.28440094,2.19607854
97.29670715,1.84313726
97.3008194,2.49019599
97.30901337,0.50980395
97.31309509,0.39215687
97.32474518,1.74509799
97.32883453,0.68627453
97.33702087,2.33333325
97.34109497,2.56862736
97.35344696,0.80392158
97.35816956,2.09803915
97.36634064,1.27450979
97.37042999,0.47058824
97.38208771,2.45098042
97.38621521,1.66666663
97.39438629,1.15686274
97.39848328,2.39215684
97.40666199,0.84313726
97.41083527,0.3137255
97.41487122,0.78431374
97.42302704,2.19607854
97.42716217,1.19607842
97.43534851,2
97.43940735,2.72549009
97.44352722,2.54901958
97.45176697,0.64705884
97.45584106,1.56862748
97.46401978,2
97.46813965,0.94117647
97.47223663,0.54901963
97.4804306,2.66666675
97.48451996,2.2352941
97.49290466,0.84313726
97.49681091,2.09803915
97.50907135,0.70588237
97.51317596,0.72549021
97.52139282,2.60784316
97.52547455,1.96078432
97.53781128,2.70588231
97.54198456,2.80392146
97.55007172,0.70588237
97.55416107,1.07843137
97.56645966,1.39215684
97.57053375,0.70588237
97.57876587,2.72549009
97.58283234,2.52941179
97.59099579,0.72549021
97.59511566,1.52941179
97.59923553,2.60784316
97.60741425,1.05882359
97.61151886,0.68627453
97.61967468,2.68627453
97.62374115,2.25490189
97.62786865,1.2352941
97.63607025,2.0392158
97.64012909,2.58823538
97.64837646,0.58823532
97.65247345,0.52941179
97.65657043,1.50980389
